義項id,詞目漢字,解說,對應義項id,對應詞目漢字,對應解說
,口座,帳戶、戶頭。在金融機構開一個存提款戶。源自日語「口座（こうざ）」。,,戶頭,帳戶。原本指不動產登記簿上的所有權人，現在大多用來稱呼在銀行等金融機構所開立的存提款帳號及所有者的名稱。
,上桌,指客人赴宴就席。,,坐桌,入座、赴宴。應邀參加宴會。
,口氣,說話的語氣。,,氣口,口氣，說話的語氣及措辭。
,口氣,說話的語氣。,,聲嗽,口氣、語氣。通常指不好的說話口氣。
,干涉,插手管別人的事情。,,插手,干預、干涉、介入。
,山崙,指地勢較一般平原為高的小山丘。,,崙仔,小山丘、小土坡。
,才情,指人的才華、本事、才能。,,才調,本事、能力。
,才情,指人的才華、本事、才能。,,本事,才幹、才能。
,下晝,下午。,,下午,中午過後的時間，指中午十二點到黃昏前的一段時間。
,下晝,下午。,,下晡,下午。
,下晝,下午。,,過晝,過午。中午、午餐時間過後。
,下晡,下午。,,下午,中午過後的時間，指中午十二點到黃昏前的一段時間。
,下晡,下午。,,下晝,下午。
,下晡,下午。,,過晝,過午。中午、午餐時間過後。
,小票,零鈔。小面額的紙幣。,,散票,零鈔、小鈔。小額的紙幣，不包含硬幣。
,大細,大小。指一般事物的尺寸大小。,,寸尺,尺寸、法度。
,大細心,偏心。指人故意偏袒一方，對某一方存私心。,,大細目,本義為兩眼一大一小，大小眼。引申為用不公平的角度看待他人。
,大細心,偏心。指人故意偏袒一方，對某一方存私心。,,偏心,偏袒。袒護一方，對某一方存私心。
,大細心,偏心。指人故意偏袒一方，對某一方存私心。,,攔孤爿,偏袒。袒護某一方。
,大細目,本義為兩眼一大一小，大小眼。引申為用不公平的角度看待他人。,,大細心,偏心。指人故意偏袒一方，對某一方存私心。
,山頂,山的最高點。,,山尾溜,山頂。
,山頂,山的最高點。,,山頭,山頂。
,山頂,山的最高點。,,山內,山裡、山上。
,山頂,山的最高點。,,山尖,山嶺的頂點。
,大寒,極冷，嚴寒。,,烏寒,陰天又寒冷的。
,大摒掃,大掃除。也引申為對工作項目的整理。,,摒掃,打掃。清潔、掃除清理。
,大摒掃,大掃除。也引申為對工作項目的整理。,,摒盪,清潔、掃除清理。
,上殕,發霉。,,生菇,發霉。
,上殕,發霉。,,臭殕,發霉。東西因為受潮而長出黑色的菌絲體。
,干焦,只有、僅僅。,,只是,僅僅是，只不過是。
,干焦,只有、僅僅。,,獨獨,僅僅、只有。
,工程,有關製造、建築、開礦、發電、興修水利等，有一定計畫的工作進程。,,工事,工程。源自日語「工事（こうじ）」。
,上等,最高等級或最優異的品等。,,高級,較高尚、尊貴，層次等級較高的。
,小等,等一下、稍等。,,等一下,稍待片刻。
,小等,等一下、稍等。,,等咧,等一下、稍待片刻。為「等一下」(tán--tsi̍t-ē)的合音。
,小等,等一下、稍等。,,較停仔,等一下。稍候片刻。
,土菝仔,土芭樂。瓜果類。番石榴的一種，臺灣土生種，果實形體小，晒乾後可以泡茶，中醫療效上可以治糖尿病。,,林菝仔,番石榴、芭樂。瓜果類。葉對生，花白色，可以食用，富含維生素C。
,土菝仔,土芭樂。瓜果類。番石榴的一種，臺灣土生種，果實形體小，晒乾後可以泡茶，中醫療效上可以治糖尿病。,,菝仔,番石榴、芭樂。瓜果類。葉對生，花白色，可以食用，是富含維生素Ｃ的水果。
,凡勢,也許、可能。,,可能,或許，也許。
,凡勢,也許、可能。,,無定著,也許、說不定。
,凡勢,也許、可能。,,無定,說不定。
,土想,指事情不需細想即可知道。,,淺想,未經過深思熟慮的猜測。
,下暗,晚上、今晚。,,下昏暗,今晚、今天晚上。
,下暗,晚上、今晚。,,暝時,夜晚。夜裡，晚上。
,山溝,山澗、山谷。,,山谷,山溝。兩山之間低窪且狹窄的地方。
,山溝,山澗、山谷。,,坑溝,山間水溝或大水坑。
,山溝,山澗、山谷。,,溪溝,夾在兩山之間的溪水。
,千萬,務必、絕對。有再三叮嚀的意思。,,萬萬,絕對、一定。
,大腸,腸的下部。上接小腸，下連肛門，較小腸粗大而短，可依次分為盲腸、結腸與直腸三部分。大腸可吸收水分和一部分養分，並主宰排泄作用。,,腸仔,腸子。腹腔消化器官之一，有消化及吸收的功能。
,小腸,在腸的上部，較大腸細長，上接胃部，下連大腸，有消化和吸收的功用，是人體最重要的消化器官。,,腸仔,腸子。腹腔消化器官之一，有消化及吸收的功能。
,山腰,半山腰、半山坡。半山處，介於山頂和山腳部分。,,山腹,半山腰、半山坡。半山處，介於山頂和山腳部分。
,大腹肚,懷孕。,,有身,懷孕。
,下跤,下面、底下。,,下底,下面、底下。與「頂面」(tíng-bīn)相對。
,大話,誇口不實的話。,,膨風,吹牛。誇口說大話。
,下跤手人,手下、下屬。從事打雜工作的部屬。,,下司,下屬、手下。
,下跤手人,手下、下屬。從事打雜工作的部屬。,,手下,部下、部屬。
,下跤手人,手下、下屬。從事打雜工作的部屬。,,使用人,僕人、傭人、手下。
,下跤手人,手下、下屬。從事打雜工作的部屬。,,部下,部屬、屬下。軍隊或團體裡被統率的人。
,大跤胴,蘿蔔腿。小腿肚粗大的腿形。,,落跤氣,腳氣病。病名。因缺乏維生素B所引起的多發性神經炎。症狀有疲勞軟弱、小腿沉重、肌肉疼痛萎縮、手足痙攣、頭痛失眠、下肢水腫、心力衰竭等等。以白米為主食的亞洲地區最為常見。
,三跤貓,三腳貓。形容技藝不精、不中用的人。,,半桶師仔,學藝未精的技術人員或學徒。
,大路,寬敞開闊的道路。,,公路,由公家修建管理，人民可以自由通行的道路。
,大路,寬敞開闊的道路。,,道路,地面上供人車通行的路。
,大路,寬敞開闊的道路。,,車路,馬路。車的通道。
,大道公,保生大帝，為傳統民間信仰的神明，又稱吳真人。俗名為吳夲，北宋太宗年間福建泉州府同安縣人，以醫藥為業，得道後又以除瘟疫為聖行，中醫藥業常供奉為行業神。也是臺灣同安籍人士信奉的鄉土保護神。在臺灣以臺北大龍峒保安宮、蘆洲保和宮和臺南學甲慈濟宮最為著名之主祀廟宇。,,保生大帝,為傳統民間信仰的神明，又稱為大道公、吳真人。俗名為吳夲，北宋太宗年間福建泉州府同安縣人，以醫藥為業，得道後又以除瘟疫為聖行，中醫藥業常供奉為行業神。也是臺灣同安籍人士信奉的鄉土保護神。在臺灣以臺北大龍峒保安宮、蘆洲保和宮和臺南學甲慈濟宮最為著名之主祀廟宇。
,三頓,三餐。,,正頓,正餐、三餐。定時所吃的早、中、晚三餐。
,三頓,三餐。,,糜飯,稀飯和乾飯，常用來泛稱三餐。
,大漢,身材高大。,,四壯,指身體強壯或身材魁梧。
,大餅,喜餅、禮餅。訂婚時女方贈給親友的餅。,,盒仔餅,訂婚禮餅。指盒裝禮餅、喜餅禮盒。現代人大多以西餅為主，用西式或日式的喜餅來代替傳統的大餅。
,三層,五花肉。指肥瘦夾雜的豬肉。,,三層肉,五花肉。指肥瘦夾雜的豬肉。
,三層肉,五花肉。指肥瘦夾雜的豬肉。,,三層,五花肉。指肥瘦夾雜的豬肉。
,小數,少數。數額不大。,,少數,數量少、不多。
,大範,一個人的舉止十分大方、自然，不受拘束。,,大方,舉止得體合宜、不矯飾，有大家風範。
,大範,高雅、不俗氣。,,有範,氣派。指人穿著得體，體面且適宜。
,工課,工作、事情。,,工作,作事、職業。為賺取生活所需的金錢或物質，所從事的腦力或體力的活動。
,工課,工作、事情。,,頭路,職業、工作。
,工課,工作、事情。,,穡,原指農事，現泛指所有工作。
,工課,工作、事情。,,穡頭,本指農事，今則泛指一切工作。
,才調,本事、能力。,,二步七仔,本事、本領。形容人對事情有一點處理的本事、能力。
,才調,本事、能力。,,才情,指人的才華、本事、才能。
,才調,本事、能力。,,本事,才幹、才能。
,才調,本事、能力。,,本領,本事。處理事情的能力。
,大賣,批發的生意，指成批買賣商品。,,中盤,大量購買商品再轉賣給零售商，賺取差額利潤的商人。
,小賣,零售商。將貨品零星出售給消費者的商人。相反的，「大賣」(tuā-bē)指的就是批發商。,,小盤,零售商。將貨品零星出售給消費者的商人。
,下輩,晚輩、後輩。子姪輩或是輩分較低的人。,,下勻,後輩、晚輩。
,下輩,晚輩、後輩。子姪輩或是輩分較低的人。,,序細,晚輩、後輩。
,下輩,晚輩、後輩。子姪輩或是輩分較低的人。,,後輩,晚輩。
,下頦,下巴。臉部嘴脣以下的部位。,,下𦜆,下巴、下顎。
,下頦,下巴。臉部嘴脣以下的部位。,,下顎,下巴。一般稱「下巴」為「下頦」(ē-hâi)，「下顎」多在面相當中使用。
,下頦,下巴。臉部嘴脣以下的部位。,,喙下斗,下巴、下顎。
,山貓,雲豹、石虎、狸貓。哺乳動物。頭部有黑色條紋，軀幹有黑褐色斑點，尾部有橫紋，性凶猛，捕食鳥、鼠、蛇、蛙等小動物。,,狸猫,狸子。哺乳動物。體型大小像貓，頭部有黑色條紋，身體有黑褐色斑點，尾部有橫紋，性情凶猛，捕食鳥、鼠、蛇、蛙等小動物。
,山頭,山頂。,,山尾溜,山頂。
,山頭,山頂。,,山頂,山的最高點。
,山頭,山頂。,,山尖,山嶺的頂點。
,上頭仔,最初、最前頭。,,頭仔,最初。最早的時期、剛開始的時候。
,大頭拇,大拇指。,,指頭拇公,大拇指。
,大頭菜,蕪菁。根莖類。根為扁球形，肉質為白色或紅色，球根及嫩葉可以食用。,,菜擴,大頭菜。根莖類。甘藍菜的一種，莖部肥大成圓球狀，口感如同瓜果，可煮湯。
,山嶺,山脈。連綿的高山。,,山,地形隆起的部分。
,山嶺,山脈。連綿的高山。,,懸山,高山。
,上濟,至多、頂多。指在最壞的情況下。,,上加,最多、頂多。
,上濟,至多、頂多。指在最壞的情況下。,,極加,最多、頂多。用來說明數量上、程度上等頂多如何。
,大聲,聲音宏大、響亮。,,大細聲,高聲喧鬧、吵鬧。
,大聲,理論、咆哮。,,大細聲,爭吵。
,下擺,下次、下回。,,後擺,下次、下回。
,下擺,下次、下回。,,後過,下次。將來。
,下擺,下次、下回。,,後回,下次、下回。
,下擺,下次、下回。,,後改,下次、下回。
,小嬸,弟媳、小嬸子。稱謂。男子稱呼弟弟的妻子或是女子稱呼丈夫弟弟的妻子。,,弟婦仔,弟媳婦。稱謂。稱弟弟的妻子。
,下顎,下巴。一般稱「下巴」為「下頦」(ē-hâi)，「下顎」多在面相當中使用。,,下𦜆,下巴、下顎。
,下顎,下巴。一般稱「下巴」為「下頦」(ē-hâi)，「下顎」多在面相當中使用。,,下頦,下巴。臉部嘴脣以下的部位。
,下顎,下巴。一般稱「下巴」為「下頦」(ē-hâi)，「下顎」多在面相當中使用。,,喙下斗,下巴、下顎。
,工藝,工作、技術、技藝。,,工夫,技術、本領、造詣。
,下願,發願、許願。,,發願,許下心願或立下志向。
,大龐,大塊頭。形容人的身材高大。,,人懸漢大,大塊頭。形容人的身材高大。
,大龐,大塊頭。形容人的身材高大。,,四壯,指身體強壯或身材魁梧。
,大麵,麵條。,,麵,由麥子研磨成粉之後再加工而成的長條狀食品。
,大廳,客廳。,,客廳,用來會客的場所或房舍的一部分。
,大廳,放神明或祖先牌位的廳堂。,,廳頭,大廳的正面，放祖先、神主牌的地方。
,井,為汲水或其他液體而挖掘的深洞。,,水井,從地面往下鑿打而成，可以取水的深洞。
,井,為汲水或其他液體而挖掘的深洞。,,鼓井,水井。
,仁,結實飽滿，為「飽仁」(pá-jîn)之省。,,飽仁,豆類的果實飽滿。
,仇,深切的怨恨。,,冤仇,仇恨。
,今,此時、現在。,,這馬,現在。
,今,如今。,,今仔,剛剛、剛才。
,允,承諾、答應。,,准,允許、許可。
,公,雄性的。,,犅,發育完成、體格雄壯的有角雄性動物。
,冗,鬆、寬。形容東西、事物不緊或寬鬆的樣子。,,櫳,稀疏的。
,切,用刀將物品分開。,,破,剖開、劈開。
,勻,輩份。,,沿,計算重疊、累積物的單位。
,勻,輩份。,,沿,輩份。
,內䘥仔,無袖內衣。,,內衫,內衣。貼身穿在上身的衣服，通常較薄。
,內䘥仔,無袖內衣。,,內套,女用上身內襯。
,內䘥仔,無袖內衣。,,吊䘥仔,吊帶背心之通稱；通常指男性無袖內衣、汗衫。
